Sexo,Altura,Peso
M,1.75,77.75
M,1.88,95.42
M,1.8,84.49
M,1.78,88.17
M,1.76,79.08
M,1.79,88.89
M,1.61,75.16
M,1.8,87.92
M,1.76,88.27
M,1.81,92.36
M,1.82,87.34
M,1.65,69.31
M,1.67,80.87
M,1.73,80.76
M,1.71,81.25
M,1.64,75.05
M,1.82,92.99
M,1.82,92.33
M,1.73,77.13
M,1.62,73.94
M,1.72,80.25
M,1.74,80.25
M,1.81,94.25
M,1.76,89.56
M,1.68,68.05
M,1.7,81.83
M,1.82,92.36
M,1.69,80.47
M,1.71,79.78
M,1.75,88.15
M,1.89,102.91
M,1.79,93.57
M,1.79,88.56
M,1.74,89.36
M,1.65,69.9
M,1.77,84.29
M,1.82,93.59
M,1.78,81.38
M,1.73,88.17
M,1.7,80.53
M,1.79,88.89
M,1.72,81.33
M,1.68,78.15
M,1.58,63.57
M,1.7,85.15
M,1.69,75.29
M,1.78,85.27
M,1.75,83.05
M,1.8,92.75
M,1.81,95.98
M,1.8,81.36
M,1.83,97.38
M,1.63,66.53
M,1.71,80.81
M,1.79,89.76
M,1.81,92.85
M,1.78,90.47
M,1.62,73.03
M,1.76,81.51
M,1.74,89.41
M,1.68,75.35
M,1.7,82.93
M,1.82,93.81
M,1.84,94.0
M,1.65,78.22
M,1.81,95.77
M,1.67,73.7
M,1.72,77.07
M,1.84,90.17
M,1.75,82.0
M,1.67,71.53
M,1.62,75.91
M,1.7,80.36
M,1.82,89.19
M,1.74,83.58
M,1.72,82.86
M,1.75,79.4
M,1.64,74.02
M,1.7,80.65
M,1.85,104.77
M,1.67,75.73
M,1.6,64.36
M,1.95,109.1
M,1.73,78.44
M,1.66,68.17
M,1.81,94.37
M,1.71,84.59
M,1.74,77.3
M,1.7,79.06
M,1.64,72.54
M,1.72,81.7
M,1.84,92.81
M,1.71,82.49
M,1.82,95.92
M,1.68,82.06
M,1.9,100.91
M,1.61,71.09
M,1.7,74.15
M,1.72,76.67
M,1.68,78.37
M,1.7,88.1
M,1.81,91.93
M,1.73,74.89
M,1.86,102.17
M,1.95,109.07
M,1.59,69.27
M,1.76,92.21
M,1.91,100.13
M,1.6,63.73
M,1.94,105.76
M,1.69,76.9
M,1.62,66.33
M,1.76,86.8
M,1.8,83.39
M,1.71,91.12
M,1.85,93.78
M,1.81,81.53
M,1.72,86.32
M,1.83,103.08
M,1.66,72.91
M,1.76,94.29
M,1.74,76.05
M,1.9,99.11
M,1.83,95.0
M,1.76,96.29
M,1.64,67.96
M,1.76,90.5
M,1.69,84.79
M,1.8,82.12
M,1.85,86.59
M,1.82,90.1
M,1.54,68.43
M,1.71,80.29
M,1.73,84.65
M,1.76,87.56
M,1.72,76.51
M,1.76,93.23
M,1.72,78.26
M,1.95,115.3
M,1.79,81.7
M,1.77,80.04
M,1.67,68.57
M,1.76,85.99
M,1.73,75.67
M,1.73,74.22
M,1.79,88.1
M,1.72,77.96
M,1.82,85.9
M,1.84,94.1
M,1.68,83.43
M,1.73,85.94
M,1.81,83.67
M,1.78,83.92
M,1.67,72.12
M,1.58,65.65
M,1.74,85.74
M,1.75,88.11
M,1.62,73.34
M,1.85,93.31
M,1.82,90.11
M,1.76,84.2
M,1.74,82.05
M,1.88,98.48
M,1.71,77.68
M,1.85,102.31
M,1.61,72.0
M,1.82,94.11
M,1.72,91.22
M,1.81,100.21
M,1.69,83.69
M,1.9,100.71
M,1.79,84.63
M,1.71,81.98
M,1.83,88.47
M,1.75,86.28
M,1.75,86.34
M,1.76,81.75
M,1.69,78.14
M,1.8,90.28
M,1.78,89.11
M,1.77,81.04
M,1.64,73.32
M,1.85,92.63
M,1.8,91.09
M,1.6,69.82
M,1.68,78.92
M,1.76,83.75
M,1.78,86.48
M,1.77,82.87
M,1.72,77.47
M,1.71,79.19
M,1.8,82.61
M,1.85,100.58
M,1.58,68.36
M,1.6,64.48
M,1.78,91.49
M,1.75,92.72
M,1.78,85.96
M,1.69,78.99
M,1.77,88.98
M,1.62,74.6
M,1.68,72.22
M,1.79,92.66
M,1.86,93.48
M,1.7,71.0
M,1.81,90.56
M,1.75,73.61
M,1.94,108.72
M,1.74,88.62
M,1.55,66.8
M,1.82,91.93
M,1.65,77.34
M,1.7,71.72
M,1.9,104.05
M,1.64,70.27
M,1.72,81.48
M,1.74,85.4
M,1.74,87.89
M,1.77,86.5
M,1.71,89.12
M,1.73,78.43
M,1.71,77.84
M,1.75,87.0
M,1.82,92.2
M,1.87,101.36
M,1.77,84.47
M,1.69,87.01
M,1.68,70.12
M,1.7,82.83
M,1.94,104.68
M,1.76,83.68
M,1.77,90.94
M,1.87,100.98
M,1.75,78.51
M,1.79,90.03
M,1.65,69.53
M,1.65,76.54
M,1.78,84.67
M,1.72,81.6
M,1.74,90.53
M,1.72,75.99
M,1.74,84.84
M,1.73,83.84
M,1.7,76.86
M,1.65,75.73
M,1.68,80.17
M,1.75,88.92
M,1.77,85.38
M,1.57,67.69
M,1.7,75.78
M,1.65,73.09
M,1.76,85.63
M,1.67,73.57
M,1.75,89.98
M,1.73,84.78
M,1.84,95.42
M,1.81,86.09
M,1.79,95.03
M,1.77,81.71
M,1.79,87.58
M,1.71,73.27
M,1.75,83.52
M,1.76,81.77
M,1.72,85.85
M,1.87,98.41
M,1.83,94.14
M,1.83,96.25
M,1.76,85.97
M,1.81,85.8
M,1.71,85.25
M,1.61,77.0
M,1.82,94.5
M,1.89,98.71
M,1.74,76.14
M,1.73,77.88
M,1.6,59.78
M,1.74,86.25
M,1.82,95.22
M,1.76,81.97
M,1.8,88.11
M,1.8,87.48
M,1.85,93.81
M,1.75,82.74
M,1.77,88.93
M,1.8,89.82
M,1.66,73.65
M,1.7,73.34
M,1.83,98.6
M,1.76,79.32
M,1.88,98.51
M,1.76,82.38
M,1.74,82.27
M,1.87,94.36
M,1.82,90.24
M,1.73,83.76
M,1.69,64.26
M,1.75,81.44
M,1.83,90.32
M,1.81,90.33
M,1.7,79.0
M,1.66,70.08
M,1.67,75.09
M,1.66,73.61
M,1.74,83.32
M,1.63,66.69
M,1.71,81.33
M,1.81,90.66
M,1.76,92.0
M,1.78,80.13
M,1.69,79.37
M,1.83,95.58
M,1.77,85.15
M,1.73,87.35
M,1.61,72.39
M,1.83,98.37
M,1.67,84.37
M,1.88,97.97
M,1.76,82.98
M,1.82,88.34
M,1.75,82.86
M,1.74,79.39
M,1.78,94.08
M,1.67,79.79
M,1.68,79.94
M,1.72,83.78
M,1.73,88.93
M,1.84,95.16
M,1.74,86.23
M,1.7,82.88
M,1.79,89.51
M,1.71,78.41
M,1.85,94.12
M,1.69,77.77
M,1.63,65.95
M,1.77,90.18
M,1.75,89.52
M,1.81,88.69
M,1.82,98.68
M,1.75,87.32
M,1.65,74.38
M,1.77,88.91
M,1.73,82.18
M,1.85,95.9
M,1.79,89.52
M,1.74,86.08
M,1.67,81.87
M,1.81,93.68
M,1.84,101.57
M,1.71,79.59
M,1.78,92.53
M,1.85,98.04
M,1.76,91.45
M,1.77,89.65
M,1.76,90.24
M,1.77,89.18
M,1.58,72.41
M,1.81,90.96
M,1.78,90.34
M,1.73,83.5
M,1.78,84.03
M,1.76,92.09
M,1.73,80.88
M,1.57,62.44
M,1.7,84.76
M,1.65,72.16
M,1.74,88.98
M,1.68,75.71
M,1.72,85.01
M,1.7,76.52
M,1.64,83.65
M,1.74,84.81
M,1.72,80.94
M,1.92,101.41
M,1.66,77.53
M,1.79,89.86
M,1.71,80.85
M,1.96,109.78
M,1.72,84.41
M,1.79,89.25
M,1.72,69.35
M,1.72,76.8
M,1.73,82.61
M,1.73,84.85
M,1.79,92.85
M,1.85,105.58
M,1.64,80.26
M,1.64,71.74
M,1.76,84.21
M,1.73,83.38
M,1.75,93.59
M,1.83,95.69
M,1.69,70.8
M,1.71,81.21
M,1.75,89.24
M,1.71,87.47
M,1.78,81.36
M,1.78,95.06
M,1.74,91.52
M,1.8,87.45
M,1.8,86.52
M,1.72,81.11
M,1.82,99.97
M,1.85,90.3
M,1.81,93.08
M,1.85,90.63
M,1.67,76.05
M,1.74,84.34
M,1.74,93.67
M,1.71,80.31
M,1.82,96.15
M,1.67,79.91
M,1.69,88.63
M,1.79,80.28
M,1.71,77.59
M,1.79,93.31
M,1.83,94.41
M,1.79,89.37
M,1.78,88.31
M,1.8,93.53
M,1.61,71.13
M,1.72,76.86
M,1.7,76.62
M,1.66,79.57
M,1.66,80.56
M,1.74,84.75
M,1.8,82.68
M,1.68,71.03
M,1.63,77.04
M,1.67,78.87
M,1.67,78.08
M,1.79,100.26
M,1.75,86.25
M,1.75,86.66
M,1.62,73.36
M,1.73,80.17
M,1.83,97.31
M,1.85,97.3
M,1.72,76.57
M,1.72,79.66
M,1.73,92.08
M,1.77,92.25
M,1.71,87.14
M,1.81,82.63
M,1.86,102.15
M,1.52,53.43
M,1.79,97.95
M,1.65,67.71
M,1.75,85.39
M,1.77,90.63
M,1.7,73.84
M,1.84,102.84
M,1.74,84.68
M,1.68,68.03
M,1.75,85.79
M,1.76,83.6
M,1.77,94.54
M,1.71,78.07
M,1.87,96.38
M,1.74,88.04
M,1.69,76.77
M,1.76,90.97
M,1.75,78.03
M,1.8,95.02
M,1.79,98.2
M,1.67,71.41
M,1.68,76.31
M,1.75,88.29
M,1.85,100.28
M,1.75,91.62
M,1.72,78.63
M,1.72,83.48
M,1.63,72.88
M,1.7,83.38
M,1.73,83.46
M,1.7,81.39
M,1.82,82.85
M,1.77,86.09
M,1.77,90.57
M,1.69,69.56
M,1.73,86.41
M,1.82,96.39
M,1.72,84.54
M,1.69,74.96
M,1.72,78.88
M,1.79,81.95
M,1.57,65.05
M,1.74,82.53
M,1.71,81.37
M,1.77,90.59
M,1.71,81.11
M,1.71,82.04
M,1.74,88.52
M,1.73,81.98
M,1.81,95.55
M,1.78,83.47
M,1.7,79.53
M,1.79,89.5
M,1.77,85.5
M,1.65,83.39
M,1.87,105.09
M,1.76,88.53
M,1.72,78.96
M,1.83,96.75
M,1.75,85.18
M,1.8,94.91
M,1.64,73.66
M,1.75,79.99
M,1.71,80.99
M,1.94,109.62
M,1.72,82.12
M,1.6,70.21
M,1.73,79.48
M,1.81,87.12
M,1.74,79.57
M,1.69,75.0
M,1.72,84.84
M,1.78,92.32
M,1.72,80.29
M,1.81,90.37
M,1.72,78.84
M,1.75,83.68
M,1.77,89.06
M,1.82,86.02
M,1.72,90.48
M,1.68,75.34
M,1.75,84.54
M,1.72,81.55
M,1.81,95.99
M,1.91,109.06
M,1.73,79.32
M,1.69,79.87
M,1.74,86.24
M,1.69,76.96
M,1.84,96.72
M,1.65,69.04
M,1.7,70.54
M,1.65,69.45
M,1.61,70.15
M,1.66,79.33
M,1.7,72.65
M,1.7,88.45
M,1.65,71.46
M,1.71,83.91
M,1.7,81.02
M,1.73,79.33
M,1.7,80.07
M,1.77,94.47
M,1.73,84.15
M,1.73,82.41
M,1.82,97.54
M,1.75,76.12
M,1.77,91.99
M,1.74,81.8
M,1.74,80.12
M,1.86,104.12
M,1.73,88.84
M,1.73,83.04
M,1.81,89.07
M,1.81,87.39
M,1.7,76.28
M,1.73,80.81
M,1.76,91.92
M,1.76,79.8
M,1.65,74.24
M,1.78,86.2
M,1.78,87.34
M,1.74,82.71
M,1.73,75.34
M,1.8,91.98
M,1.72,81.37
M,1.65,79.04
M,1.75,86.14
M,1.76,84.77
M,1.81,95.81
M,1.68,79.69
M,1.71,89.18
M,1.69,82.35
M,1.71,77.84
M,1.73,78.26
M,1.89,99.26
M,1.63,71.57
M,1.74,87.07
M,1.84,96.6
M,1.84,100.86
M,1.63,71.7
M,1.82,91.99
M,1.77,80.73
M,1.73,83.47
M,1.77,81.52
M,1.79,83.63
M,1.7,86.32
M,1.64,69.68
M,1.79,91.83
M,1.75,87.01
M,1.8,82.92
M,1.79,84.72
M,1.72,77.66
M,1.87,95.78
M,1.68,81.69
M,1.65,85.92
M,1.78,79.46
M,1.48,55.03
M,1.84,91.59
M,1.71,74.95
M,1.7,75.11
M,1.72,84.78
M,1.73,81.16
M,1.74,76.9
M,1.83,93.21
M,1.7,79.79
M,1.84,92.28
M,1.6,63.11
M,1.69,86.11
M,1.85,100.93
M,1.89,102.3
M,1.76,76.91
M,1.84,91.47
M,1.78,87.08
M,1.83,85.7
M,1.78,82.1
M,1.81,97.65
M,1.71,76.44
M,1.71,84.5
M,1.85,86.33
M,1.71,74.89
M,1.56,66.4
M,1.75,81.56
M,1.66,68.77
M,1.67,72.62
M,1.77,84.52
M,1.7,75.58
M,1.71,87.68
M,1.9,97.29
M,1.86,85.67
M,1.66,77.14
M,1.7,82.86
M,1.78,87.97
M,1.79,89.98
M,1.8,92.69
M,1.69,74.25
M,1.76,84.04
M,1.6,61.52
M,1.7,82.8
M,1.8,96.82
M,1.69,78.02
M,1.73,88.47
M,1.78,82.53
M,1.76,94.77
M,1.79,87.1
M,1.8,92.64
M,1.89,96.76
M,1.83,90.48
M,1.68,79.69
M,1.67,87.49
M,1.71,87.15
M,1.8,95.46
M,1.85,97.23
M,1.73,81.22
M,1.72,82.65
M,1.69,84.5
M,1.67,82.13
M,1.66,75.09
M,1.78,83.38
M,1.69,76.23
M,1.71,83.38
M,1.75,90.09
M,1.69,78.99
M,1.65,72.78
M,1.84,102.5
M,1.79,92.42
M,1.73,83.17
M,1.72,81.17
M,1.81,96.36
M,1.77,87.89
M,1.71,84.98
M,1.8,85.59
M,1.84,102.23
M,1.77,92.2
M,1.68,79.93
M,1.78,86.33
M,1.81,90.18
M,1.58,69.32
M,1.83,85.56
M,1.72,78.37
M,1.78,88.98
M,1.73,85.33
M,1.81,95.21
M,1.83,89.14
M,1.75,83.94
M,1.67,75.92
M,1.88,92.87
M,1.64,71.46
M,1.82,99.42
M,1.62,62.85
M,1.66,75.48
M,1.82,93.37
M,1.71,76.17
M,1.68,76.84
M,1.81,87.98
M,1.84,99.57
M,1.74,84.78
M,1.73,81.48
M,1.79,87.83
M,1.77,90.28
M,1.78,89.97
M,1.84,93.74
M,1.68,80.59
M,1.87,99.32
M,1.63,72.45
M,1.69,82.64
M,1.78,87.4
M,1.66,66.29
M,1.73,83.07
M,1.74,76.71
M,1.69,81.86
M,1.87,96.86
M,1.78,87.12
M,1.72,82.42
M,1.79,93.43
M,1.69,84.51
M,1.88,101.07
M,1.71,78.83
M,1.7,78.32
M,1.84,93.15
M,1.66,78.44
M,1.83,92.98
M,1.72,88.06
M,1.67,77.51
M,1.72,77.53
M,1.73,88.41
M,1.62,66.74
M,1.7,74.75
M,1.76,88.1
M,1.76,82.95
M,1.84,95.64
M,1.72,77.66
M,1.74,78.11
M,1.71,88.37
M,1.67,75.97
M,1.73,81.49
M,1.76,85.67
M,1.77,87.29
M,1.79,96.45
M,1.79,79.32
M,1.85,101.77
M,1.7,80.04
M,1.78,83.18
M,1.66,82.37
M,1.63,69.66
M,1.62,70.34
M,1.79,92.52
M,1.72,81.61
M,1.71,84.17
M,1.72,78.65
M,1.84,98.28
M,1.65,65.92
M,1.71,80.47
M,1.74,76.94
M,1.78,91.88
M,1.82,90.34
M,1.7,75.55
M,1.81,90.7
M,1.76,85.08
M,1.68,77.29
M,1.69,78.74
M,1.67,76.93
M,1.87,99.74
M,1.68,78.35
M,1.77,88.89
M,1.78,88.37
M,1.82,93.28
M,1.71,76.02
M,1.67,75.75
M,1.71,74.96
M,1.75,82.72
M,1.68,85.89
M,1.8,88.6
M,1.75,82.02
M,1.66,72.92
M,1.78,90.81
M,1.81,85.86
M,1.73,79.01
M,1.86,98.45
M,1.83,96.72
M,1.88,99.49
M,1.73,87.86
M,1.65,77.84
M,1.53,70.96
M,1.75,87.15
M,1.76,85.66
M,1.65,73.04
M,1.78,89.58
M,1.65,63.01
M,1.81,86.21
M,1.84,101.99
M,1.8,86.76
M,1.84,99.23
M,1.75,80.13
M,1.75,82.69
M,1.81,92.45
M,1.65,77.91
M,1.85,87.97
M,1.74,80.34
M,1.75,72.25
M,1.7,90.35
M,1.81,84.32
M,1.78,90.22
F,1.49,46.3
F,1.65,64.09
F,1.6,59.44
F,1.63,58.13
F,1.56,58.86
F,1.67,71.12
F,1.59,52.14
F,1.66,74.88
F,1.57,50.65
F,1.61,47.24
F,1.72,75.55
F,1.56,48.18
F,1.6,58.11
F,1.49,46.12
F,1.48,44.54
F,1.54,57.56
F,1.78,68.6
F,1.58,52.52
F,1.56,48.92
F,1.6,66.03
F,1.58,63.28
F,1.57,55.68
F,1.68,71.38
F,1.65,65.78
F,1.67,67.42
F,1.63,60.18
F,1.43,38.49
F,1.59,62.83
F,1.56,62.33
F,1.57,56.52
F,1.65,63.62
F,1.55,49.12
F,1.7,68.13
F,1.52,53.99
F,1.62,63.27
F,1.6,56.97
F,1.61,60.0
F,1.53,59.16
F,1.61,58.44
F,1.54,49.76
F,1.71,66.23
F,1.69,72.05
F,1.52,51.98
F,1.62,60.39
F,1.61,58.49
F,1.7,69.88
F,1.68,63.05
F,1.64,62.9
F,1.68,81.96
F,1.67,67.64
F,1.65,65.8
F,1.63,65.6
F,1.58,63.26
F,1.56,58.95
F,1.54,53.26
F,1.61,62.36
F,1.58,62.77
F,1.68,64.08
F,1.58,56.11
F,1.69,66.04
F,1.51,49.81
F,1.63,72.32
F,1.64,69.13
F,1.55,64.15
F,1.67,67.02
F,1.62,59.65
F,1.76,71.22
F,1.7,71.19
F,1.61,65.24
F,1.55,44.77
F,1.51,57.31
F,1.62,60.87
F,1.53,53.63
F,1.57,65.92
F,1.42,41.19
F,1.71,77.48
F,1.65,70.83
F,1.66,63.04
F,1.6,56.33
F,1.49,46.68
F,1.67,64.25
F,1.56,60.56
F,1.61,60.41
F,1.51,53.02
F,1.7,63.3
F,1.58,57.66
F,1.65,61.08
F,1.79,77.17
F,1.71,74.79
F,1.73,80.39
F,1.61,56.27
F,1.55,48.64
F,1.79,73.19
F,1.65,62.46
F,1.55,55.98
F,1.57,64.71
F,1.66,65.33
F,1.57,50.8
F,1.59,56.1
F,1.63,60.41
F,1.62,66.78
F,1.77,75.94
F,1.59,57.52
F,1.82,80.45
F,1.57,60.97
F,1.67,63.26
F,1.52,47.39
F,1.63,66.28
F,1.57,54.37
F,1.64,62.38
F,1.53,52.79
F,1.55,58.18
F,1.67,66.61
F,1.54,52.52
F,1.64,56.32
F,1.6,59.42
F,1.62,64.6
F,1.58,60.44
F,1.56,49.0
F,1.64,64.72
F,1.66,66.28
F,1.55,57.76
F,1.45,42.41
F,1.43,43.83
F,1.54,59.95
F,1.56,62.27
F,1.57,57.34
F,1.69,69.83
F,1.65,64.01
F,1.61,72.82
F,1.64,63.58
F,1.55,60.87
F,1.58,53.17
F,1.65,63.95
F,1.6,64.85
F,1.6,59.52
F,1.6,61.15
F,1.67,63.0
F,1.6,57.63
F,1.59,55.21
F,1.56,50.63
F,1.61,57.38
F,1.57,55.32
F,1.72,73.1
F,1.68,74.19
F,1.58,53.93
F,1.65,60.56
F,1.65,55.87
F,1.62,55.28
F,1.62,67.75
F,1.62,59.4
F,1.51,52.86
F,1.63,63.55
F,1.68,65.18
F,1.5,58.63
F,1.62,63.84
F,1.58,54.56
F,1.66,64.35
F,1.65,71.59
F,1.57,55.16
F,1.62,69.78
F,1.63,60.84
F,1.47,50.9
F,1.48,47.53
F,1.58,57.95
F,1.55,54.1
F,1.56,50.31
F,1.71,72.45
F,1.6,55.37
F,1.62,61.55
F,1.68,62.97
F,1.54,51.61
F,1.58,56.85
F,1.67,72.7
F,1.68,68.08
F,1.67,74.2
F,1.57,46.84
F,1.56,57.78
F,1.65,64.21
F,1.65,61.92
F,1.45,47.39
F,1.63,58.86
F,1.45,43.15
F,1.57,50.08
F,1.61,55.6
F,1.63,68.22
F,1.67,72.1
F,1.56,51.22
F,1.6,65.32
F,1.54,61.66
F,1.53,53.36
F,1.49,41.15
F,1.69,71.13
F,1.68,71.79
F,1.59,60.96
F,1.6,56.61
F,1.56,50.78
F,1.56,50.42
F,1.56,56.64
F,1.63,59.06
F,1.56,59.43
F,1.64,67.57
F,1.69,68.43
F,1.7,80.02
F,1.59,68.3
F,1.63,55.92
F,1.54,50.29
F,1.53,59.42
F,1.49,50.72
F,1.6,60.92
F,1.56,51.33
F,1.55,52.57
F,1.6,63.68
F,1.57,54.39
F,1.44,38.09
F,1.59,52.95
F,1.49,44.32
F,1.55,50.57
F,1.6,54.12
F,1.69,68.77
F,1.73,80.32
F,1.48,45.46
F,1.62,64.8
F,1.63,64.29
F,1.63,61.74
F,1.69,73.49
F,1.59,66.91
F,1.63,61.3
F,1.47,51.28
F,1.49,47.77
F,1.68,67.51
F,1.66,59.57
F,1.55,54.65
F,1.64,66.76
F,1.66,68.25
F,1.6,58.6
F,1.64,63.6
F,1.6,65.62
F,1.57,59.58
F,1.64,63.06
F,1.56,54.22
F,1.65,65.88
F,1.63,60.47
F,1.59,54.04
F,1.62,67.93
F,1.65,68.15
F,1.65,67.02
F,1.63,71.26
F,1.58,56.44
F,1.71,69.97
F,1.78,83.76
F,1.56,53.6
F,1.65,67.91
F,1.73,65.68
F,1.63,65.16
F,1.61,59.44
F,1.65,65.66
F,1.55,53.24
F,1.64,59.5
F,1.66,71.68
F,1.66,59.02
F,1.59,58.88
F,1.56,51.21
F,1.61,57.68
F,1.54,58.1
F,1.59,60.15
F,1.64,70.18
F,1.74,70.63
F,1.73,82.06
F,1.67,79.99
F,1.55,60.41
F,1.58,58.32
F,1.62,66.34
F,1.66,68.17
F,1.56,58.39
F,1.6,58.39
F,1.6,58.12
F,1.69,65.92
F,1.51,52.05
F,1.49,45.69
F,1.62,59.24
F,1.56,47.32
F,1.67,66.66
F,1.78,74.03
F,1.59,53.28
F,1.59,58.97
F,1.62,61.53
F,1.71,71.6
F,1.62,69.61
F,1.54,50.84
F,1.58,58.36
F,1.61,58.99
F,1.54,52.26
F,1.6,60.31
F,1.7,75.53
F,1.54,53.15
F,1.66,70.42
F,1.74,75.21
F,1.7,70.45
F,1.5,56.54
F,1.45,48.34
F,1.6,55.31
F,1.62,60.96
F,1.68,73.62
F,1.66,64.8
F,1.56,49.53
F,1.57,54.11
F,1.54,59.74
F,1.7,63.5
F,1.48,41.0
F,1.58,60.72
F,1.54,54.69
F,1.61,69.92
F,1.57,51.22
F,1.51,54.76
F,1.56,56.08
F,1.58,57.88
F,1.53,59.72
F,1.55,53.16
F,1.62,66.25
F,1.52,50.02
F,1.57,53.35
F,1.54,48.73
F,1.54,49.96
F,1.69,60.33
F,1.62,67.77
F,1.57,62.08
F,1.64,61.05
F,1.65,58.26
F,1.59,62.35
F,1.64,65.24
F,1.57,56.36
F,1.6,56.91
F,1.56,48.63
F,1.68,67.77
F,1.64,70.36
F,1.72,64.54
F,1.61,60.83
F,1.67,57.27
F,1.56,57.91
F,1.54,49.41
F,1.56,52.01
F,1.6,59.95
F,1.72,73.55
F,1.63,70.56
F,1.4,40.08
F,1.56,53.28
F,1.7,72.89
F,1.68,73.19
F,1.65,58.07
F,1.55,55.03
F,1.67,71.22
F,1.57,56.31
F,1.7,70.28
F,1.56,57.99
F,1.6,63.99
F,1.59,57.32
F,1.57,54.11
F,1.59,54.51
F,1.58,62.76
F,1.41,31.29
F,1.54,56.64
F,1.66,65.49
F,1.54,61.1
F,1.51,46.33
F,1.63,68.73
F,1.75,72.16
F,1.69,71.1
F,1.63,61.12
F,1.62,69.2
F,1.69,70.03
F,1.66,75.73
F,1.72,73.71
F,1.73,68.28
F,1.71,75.23
F,1.56,46.17
F,1.52,50.45
F,1.59,48.85
F,1.57,55.62
F,1.47,50.22
F,1.5,50.43
F,1.54,52.14
F,1.51,51.13
F,1.61,60.9
F,1.59,54.33
F,1.65,64.22
F,1.46,42.42
F,1.77,73.69
F,1.59,61.47
F,1.51,49.57
F,1.63,71.12
F,1.59,65.72
F,1.61,53.6
F,1.77,77.78
F,1.52,42.74
F,1.58,59.91
F,1.63,61.6
F,1.58,58.64
F,1.59,59.48
F,1.58,57.62
F,1.52,51.44
F,1.57,56.1
F,1.63,64.63
F,1.68,59.54
F,1.64,57.05
F,1.63,64.48
F,1.76,71.28
F,1.57,57.61
F,1.63,60.87
F,1.69,75.28
F,1.64,66.76
F,1.61,61.5
F,1.68,69.5
F,1.68,64.73
F,1.56,57.51
F,1.64,56.57
F,1.77,82.75
F,1.55,53.99
F,1.6,63.18
F,1.68,60.89
F,1.64,58.33
F,1.6,57.33
F,1.57,60.64
F,1.7,81.52
F,1.5,54.8
F,1.55,51.78
F,1.47,45.6
F,1.61,58.68
F,1.63,64.5
F,1.65,65.29
F,1.68,66.9
F,1.66,66.03
F,1.61,51.83
F,1.56,53.48
F,1.5,63.11
F,1.56,53.08
F,1.59,61.12
F,1.74,69.71
F,1.64,65.46
F,1.53,45.36
F,1.64,60.98
F,1.58,60.19
F,1.58,52.89
F,1.64,67.32
F,1.65,67.25
F,1.57,58.28
F,1.68,72.61
F,1.58,56.97
F,1.67,64.0
F,1.54,52.87
F,1.59,54.67
F,1.61,64.63
F,1.6,56.91
F,1.57,59.47
F,1.62,68.21
F,1.56,53.94
F,1.64,64.27
F,1.57,53.96
F,1.62,63.83
F,1.65,68.14
F,1.63,51.73
F,1.65,63.59
F,1.45,42.58
F,1.6,57.6
F,1.69,73.07
F,1.62,60.53
F,1.53,53.69
F,1.65,62.63
F,1.61,60.58
F,1.65,68.08
F,1.6,63.62
F,1.66,68.57
F,1.53,51.36
F,1.53,51.07
F,1.69,59.87
F,1.6,58.94
F,1.73,75.65
F,1.61,61.58
F,1.54,54.32
F,1.55,53.67
F,1.64,70.24
F,1.6,63.08
F,1.63,63.9
F,1.58,69.66
F,1.7,72.75
F,1.62,62.25
F,1.63,64.67
F,1.53,56.1
F,1.63,60.46
F,1.67,68.49
F,1.56,53.07
F,1.61,67.65
F,1.59,56.61
F,1.73,70.57
F,1.61,65.34
F,1.58,62.77
F,1.65,62.08
F,1.66,66.66
F,1.67,70.73
F,1.68,67.0
F,1.66,65.11
F,1.63,62.52
F,1.64,67.55
F,1.65,63.5
F,1.57,63.97
F,1.63,63.51
F,1.64,67.87
F,1.69,78.71
F,1.62,64.79
F,1.64,61.26
F,1.68,76.7
F,1.54,53.8
F,1.58,59.32
F,1.59,55.48
F,1.53,55.09
F,1.59,65.71
F,1.7,74.85
F,1.5,56.16
F,1.61,61.08
F,1.67,77.39
F,1.59,48.35
F,1.62,59.16
F,1.78,74.39
F,1.73,77.95
F,1.52,52.38
F,1.48,43.73
F,1.55,62.17
F,1.61,60.5
F,1.66,58.07
F,1.56,58.7
F,1.57,60.24
F,1.61,54.51
F,1.7,75.47
F,1.63,65.01
F,1.63,58.78
F,1.7,75.49
F,1.59,65.4
F,1.65,72.79
F,1.67,68.72
F,1.63,55.03
F,1.59,62.58
F,1.6,67.56
F,1.6,59.83
F,1.64,68.71
F,1.54,53.54
F,1.64,64.15
F,1.6,54.68
F,1.6,62.89
F,1.63,67.88
F,1.6,61.5
F,1.54,51.0
F,1.53,53.56
F,1.68,68.63
F,1.71,73.98
F,1.6,54.88
F,1.71,79.38
F,1.66,71.77
F,1.49,51.58
F,1.69,67.62
F,1.7,66.49
F,1.57,58.66
F,1.65,58.54
F,1.65,68.75
F,1.56,61.96
F,1.68,70.17
F,1.59,52.15
F,1.76,76.01
F,1.6,52.61
F,1.65,63.77
F,1.54,58.34
F,1.66,69.96
F,1.6,69.63
F,1.6,59.71
F,1.63,64.63
F,1.61,64.37
F,1.57,56.46
F,1.7,69.15
F,1.63,66.41
F,1.67,66.52
F,1.62,56.95
F,1.71,77.61
F,1.69,74.46
F,1.58,56.66
F,1.75,79.25
F,1.63,59.1
F,1.65,70.07
F,1.6,60.46
F,1.59,64.81
F,1.56,57.19
F,1.58,59.93
F,1.67,62.91
